title,song
告白气球 (Cover周杰伦),告白气球，，词：方文山，曲：周杰伦，翻唱：陶心瑶，，塞纳河畔 左岸的咖啡，我手一杯 品尝你的美，留下唇印的嘴，花店玫瑰 名字写错谁，告白气球 风吹到对街，微笑在天上飞，你说你有点难追 想让我知难而退，礼物不需挑最贵 只要香榭的落叶，喔 营造浪漫的约会 不害怕搞砸一切，拥有你就拥有 全世界，亲爱的 爱上你 从那天起，甜蜜的很轻易，亲爱的 别任性 你的眼睛，在说我愿意，塞纳河畔 左岸的咖啡，我手一杯 品尝你的美，留下唇印的嘴，花店玫瑰 名字写错谁，告白气球 风吹到对街，微笑在天上飞，你说你有点难追 想让我知难而退，礼物不需挑最贵 只要香榭的落叶，喔 营造浪漫的约会 不害怕搞砸一切，拥有你就拥有 全世界，亲爱的 爱上你 从那天起，甜蜜的很轻易，亲爱的 别任性 你的眼睛，在说我愿意，亲爱的 爱上你 恋爱日记，飘香水的回忆，一整瓶 的梦境 全都有你，搅拌在一起，亲爱的别任性 你的眼睛，在说我愿意
烟花易冷 (Live),繁华声 遁入空门 折煞了世人，梦偏冷 辗转一生 情债又几本，如你默认 生死枯等，枯等一圈 又一圈的年轮，，浮图塔 断了几层 断了谁的魂，痛直奔 一盏残灯 倾塌的山门，容我再等 历史转身，等酒香醇 等你弹一曲古筝，，雨纷纷 旧故里草木深，我听闻 你始终一个人，斑驳的城门 盘踞着老树根，石板上回荡的是 再等，，雨纷纷 旧故里草木深，我听闻 你仍守着孤城，城郊牧笛声 落在那座野村，缘份落地生根是 我们，，听青春 迎来笑声 羡煞许多人，那史册 温柔不肯 下笔都太狠，烟花易冷 人事易分，而你在问 我是否还认真，，千年后 累世情深 还有谁在等，而青史 岂能不真 魏书洛阳城，如你在跟 前世过门，跟着红尘 跟随我 浪迹一生，，雨纷纷 旧故里草木深，我听闻 你始终一个人，斑驳的城门 盘踞着老树根，石板上回荡的是 再等，，雨纷纷 旧故里草木深，我听闻 你仍守着孤城，城郊牧笛声 落在那座野村，缘份落地生根是 我们，，缘份落地生根是 我们，伽蓝寺听雨声盼 永恒，，钢琴：刘卓，二胡：夏攀，音乐总监：梁翘柏，编程/吉他手：梁翘柏，吉他手：Tommy，键盘手：刘卓 达日丹，贝斯手：韩阳，打击乐手：刘效松，鼓手：郝稷伦，和声：胡维纳、张潮、张石荻、戈锐，弦乐：靳海音 & Beijing Voice
晴天,原唱：周杰伦，翻唱：刘瑞琦，，故事的小黄花，从出生那年就飘着，童年的荡秋千，随记忆一直晃到现在，rui sou sou xi dou xi la，sou la xi xi xi xi la xi la sou，吹着前奏望着天空，我想起花瓣试着掉落，为你翘课的那一天，花落的那一天，教室的那一间，我怎么看不见，消失的下雨天，我好想再淋一遍，没想到失去的勇气我还留着，好想再问一遍，你会等待还是离开，刮风这天我试过握着你手，但偏偏雨渐渐大到我看你不见，还要多久我才能在你身边，等到放晴的那天也许我会比较好一点，从前从前有个人爱你很久，但偏偏风渐渐把距离吹得好远，好不容易又能再多爱一天，但故事的最后你好像还是说了拜拜，为你翘课的那一天，花落的那一天，教室的那一间，我怎么看不见，消失的下雨天，我好想再淋一遍，没想到失去的勇气我还留着，好想再问一遍，你会等待还是离开，刮风这天我试过握着你手，但偏偏雨渐渐大到我看你不见，还要多久我才能在你身边，等到放晴的那天也许我会比较好一点，从前从前有个人爱你很久，偏偏风渐渐把距离吹得好远，好不容易又能再多爱一天，但故事的最后你好像还是说了拜拜，为你翘课的那一天，为你翘课的那一天，为你翘课的那一天，花落的那一天，教室的那一间，为你翘课的那一天，花落的那一天，教室的那一间，为你翘课的那一天，花落的那一天，教室的那一间
龙卷风,爱像一阵风 吹完它就走，这样的节奏 谁都无可奈何，没有你以后 我灵魂失控，黑云在降落 我被它拖着走，静静悄悄默默离开，陷入了危险边缘Baby，我的世界已狂风暴雨，，爱情来的太快就像龙卷风，离不开暴风圈来不及逃，我不能再想 我不能再想，我不我不我不能，，爱情走的太快就像龙卷风，不能承受我已无处可躲，我不要再想 我不要再想，我不我不我不要再想你，，不知不觉 你已经离开我，不知不觉 我跟了这节奏，后知后觉 又过了一个秋，后知后觉 我该好好生活，，静静悄悄默默离开，陷入了危险边缘Baby，我的世界已狂风暴雨，，爱情来的太快就像龙卷风，离不开暴风圈来不及逃，我不能再想 我不能再想，我不我不我不能，爱情走的太快就像龙卷风，不能承受我已无处可躲，我不要再想 我不要再想，我不我不我不要再想你，，现在 你要我说多难堪，我根本就不想分开，为什么还要我用 用微笑来带过，没有 我没有 没有这种天份，包容你也接受他，但不用担心太多，我会一直好好过，我 看着你已经远远离开，我 也会慢慢走开，为什么我连分开都迁就着你，我真的没有天份 安静的没那么快，and i will learn to give up because我爱你，，爱情来的太快就像龙卷风，离不开暴风圈来不及逃，我不能再想 我不能再想，我不我不我不能，，爱情走的太快就像龙卷风，不能承受我已无处可躲，我不要再想 我不要再想，我不我不我不要再想你，，不知不觉 你已经离开我，不知不觉 我跟了这节奏，后知后觉 又过了一个秋，后知后觉 我该好好生活，，你已经离开我，你已经留下我，我应该好好地生活，不知不觉 你已经离开我，不知不觉 我跟了这节奏，后知后觉 又过了一个秋，后知后觉 后知后觉，，，Rap Lyrics Rap 词：周杰伦，Produced 监制：Lupo Groinig
告白气球（Cover 周杰伦）,塞纳河畔 左岸的咖啡，我手一杯，一个人坐在那里品尝你的美，花店玫瑰 名字写错谁，告白气球 风吹到对街，微笑在天上飞，你说你有点难追，想让我知难而退，我们的爱就，只要香榭的落叶，喔～营造浪漫的约会，不害怕搞砸一切，拥有你就拥有 全世界，亲爱的 爱上你 从那天起，甜蜜的很轻易，亲爱的 别任性 你的眼睛，在说我愿意，塞纳河畔 左岸的咖啡，我手一杯 品尝你的美，留下唇印的嘴，花店玫瑰 名字写错谁，告白气球 风吹到对街，微笑在天上飞，你说你有点难追，想让我知难而退，礼物不需挑最贵，只要香榭的落叶，喔～营造浪漫的约会，不害怕搞砸一切，拥有你就拥有 全世界，亲爱的 爱上你 从那天起，甜蜜的很轻易，亲爱的 别任性 你的眼睛，在说我愿意，亲爱的 爱上你 恋爱日记，飘香水的回忆，一整瓶 的梦境 全都有你，搅拌在一起，亲爱的别任性 你的眼睛，在说我愿意
告白气球（AirJordy Bootleg）,塞纳河畔 左岸的咖啡，我手一杯 品尝你的美，留下唇印的嘴，花店玫瑰 名字写错谁，告白气球 风吹到对街，微笑在天上飞，你说你有点难追 想让我知难而退，礼物不需挑最贵 只要香榭的落叶，喔 营造浪漫的约会 不害怕搞砸一切，拥有你就拥有 全世界，亲爱的 爱上你 从那天起，甜蜜的很轻易，亲爱的 别任性 你的眼睛，在说我愿意
破吉他,
JayChou's Song Remixes Preview,
本草纲目 (2009年春晚版),
亡命追逐 (演奏曲),
竹竿舞 (演奏曲),
英雄之歌 (演奏曲),
骰子 (演奏曲),
捞金鱼 (演奏曲),
热血码头 (演奏曲),
Strike (演奏曲),
阿郎的童年 (演奏曲),
龙门澡堂 (演奏曲),
气势 (演奏曲),
保龄男孩 (演奏曲),
香水回味,小k -橘子香水，橘子香水在我身边徘徊，这种香味让我想起来了谁，橘子香水在我身边回味，我的眼泪只是为了你和另一个谁，你说你想要自由你说你无法忍受，所以收回了温柔不会再为谁停留，爱本身就被诅咒谁能够帮我解救，只希望你别远走喔喔，我一人喝着闷酒走在无人的街头，发现他牵你的手说什么天长地久，我强忍微笑挥手泪水在眼角闪动，谁知道我心多痛，转眼间三年过后喔，我没有再被谁给感动，我只想背负她的梦，带着她最爱的香味往前走，橘子香水在我身边徘徊，这种香味让我想起来了谁，橘子香水在我身边回味，我的眼泪只是为了你和另一个谁，我一人喝着闷酒走在无人的街头，发现他牵你的手说什么天长地久，我强忍微笑挥手泪水在眼角闪动，谁知道我心多痛，转眼间三年过后喔，我没有再被谁给感动，我只想背负她的梦，带着她最爱的香味往前走，橘子香水在我身边徘徊，这种香味让我想起来了谁，橘子香水在我身边回味，我的眼泪只是为了你和另一个谁，橘子香水在我身边徘徊，这种香味让我想起来了谁，橘子香水在我身边回味，我的眼泪只是为了你，你换了香水是他最爱的香味，苦涩滋味我一个人体会，你换了香水把我的梦给摧毁，我的眼泪在寂寞的夜里纷飞
夕阳西垂,抬首只见夕阳西垂满眼落日余辉，如此无奈的美世界都在憔悴，难忍心中的泪为何事与愿违，抬首再见夕阳西垂忍看阳光枯萎，如此无奈的美世界都在憔悴，难忍心中的泪为何事与愿违，一路满身疲惫，花落花飞去年相识已经忘记是谁，尽管桃林依旧风吹，心寒无人依偎独伤独悲，尽饮浊酒笑它清淡若水，怎可使我一饮而醉，抬首只见夕阳西垂满眼落日余辉，如此无奈的美世界都在憔悴，难忍心中的泪为何事与愿违，抬首再见夕阳西垂忍看阳光枯萎，如此无奈的美世界都在憔悴，难忍心中的泪为何事与愿违，一路满身疲惫，花落花飞去年相识已经忘记是谁，尽管桃林依旧风吹，心寒无人依偎独伤独悲，尽饮浊酒笑它清淡若水，怎可使我一饮而醉，抬首只见夕阳西垂满眼落日余辉，如此无奈的美世界都在憔悴，难忍心中的泪为何事与愿违，抬首再见夕阳西垂忍看阳光枯萎，如此无奈的美世界都在憔悴，难忍心中的泪为何事与愿违，抬首只见夕阳西垂满眼落日余辉，如此无奈的美世界都在憔悴，难忍心中的泪为何事与愿违，抬首再见夕阳西垂忍看阳光枯萎，如此无奈的美世界都在憔悴，难忍心中的泪为何事与愿违，如果真有来世轮回，也许仍然将会，弄的伤痕累累，无言以对，如果真有来世轮回，也许仍然将会，弄的伤痕累累，无言以对，抬首再见夕阳西垂忍看阳光枯萎，如此无奈的美世界都在憔悴，难忍心中的泪为何事与愿违
